exp_index,definition,prompt_tag,final_label,source_exp_dir,wrong_kernel,gemini_kernel,qwen_kernel,qwen_vs_gemini_line_ratio,wrong_vs_gemini_line_ratio,wrong_vs_qwen_line_ratio,qwen_lines,gemini_lines,wrong_lines,qwen_bytes,gemini_bytes,wrong_bytes,qwen_has_cutensor_map,qwen_has_tma,qwen_has_mbarrier,qwen_has_wgmma,qwen_has_setmaxnreg,qwen_has_cuda_func_attr,qwen_has_atomic_float,qwen_has_float_atomicmax_call,qwen_has_cluster_tma,qwen_has_cta_tma,gemini_has_cutensor_map,gemini_has_tma,gemini_has_mbarrier,gemini_has_wgmma,gemini_has_setmaxnreg,gemini_has_cuda_func_attr,gemini_has_atomic_float,gemini_has_float_atomicmax_call,gemini_has_cluster_tma,gemini_has_cta_tma,reasoning_categories,reasoning_chars,assistant_code_chars
102,mha_bwd_d128_causal,hopper-012,timeout,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal/kernels/exp_013/kernel_t1.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_120/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_102/kernel.cu,0.232,0.1154,0.1699,596,559,169,27010,23056,5952,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,123753,91549
103,mha_bwd_d128_causal,hopper-012,numerical_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal/kernels/exp_014/kernel_t0.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_123/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_103/kernel.cu,0.2467,0.2592,0.4051,416,581,453,17986,22791,18105,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,140292,93964
104,mha_bwd_d128_causal,hopper-012,runtime_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal/kernels/exp_014/kernel_t1.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_124/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_104/kernel.cu,0.276,0.2296,0.25,325,414,283,14177,18276,10762,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,104615,72215
105,mha_bwd_d128_causal,hopper-012,runtime_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal/kernels/exp_014/kernel_t2.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_125/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_105/kernel.cu,0.3163,0.3259,0.571,384,577,362,16124,27012,15783,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,77482,84067
106,mha_bwd_d128_causal,hopper-012,runtime_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal/kernels/exp_014/kernel_t3.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_126/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_106/kernel.cu,0.3372,0.3187,0.4889,383,572,382,19349,28501,16894,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,135525,90132
107,mha_bwd_d128_causal,hopper-012,runtime_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal/kernels/exp_015/kernel_t0.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_127/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_107/kernel.cu,0.1639,0.1801,0.2398,608,576,401,26065,22801,17214,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,295080,104369
108,mha_bwd_d128_causal,hopper-012,compile_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal/kernels/exp_015/kernel_t2.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_129/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_108/kernel.cu,0.1668,0.3322,0.2682,424,499,374,18524,23208,15967,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,88889,94790
109,mha_bwd_d128_causal,hopper-013,other,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal/kernels/exp_016/kernel_t1.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_132/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_109/kernel.cu,0.1408,0.1563,0.1517,465,572,247,23044,23721,9088,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,81765,76237
110,mha_bwd_d128_causal,hopper-013,numerical_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal/kernels/exp_016/kernel_t3.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_134/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_110/kernel.cu,0.5211,0.4628,0.5724,533,630,662,23982,28667,28315,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,147133,118303
111,mha_bwd_d128_causal,hopper-013,timeout,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal/kernels/exp_017/kernel_t0.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_135/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_111/kernel.cu,0.2087,0.3153,0.2274,382,519,515,15864,24077,21115,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,83605,91017
112,mha_bwd_d128_causal,hopper-013,compile_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal/kernels/exp_017/kernel_t2.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_137/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_112/kernel.cu,0.2294,0.2486,0.9032,558,488,558,23149,21448,23149,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;minimal_change_fixation;uncertainty_or_guessing,113090,116226
113,mha_bwd_d128_causal,hopper-013,timeout,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal/kernels/exp_019/kernel_t1.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_143/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_113/kernel.cu,0.4201,0.4461,0.7403,352,386,291,22026,24196,18094,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,96275,107724
114,mha_bwd_d128_causal,hopper-013,timeout,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal/kernels/exp_019/kernel_t2.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_144/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_114/kernel.cu,0.3583,0.3584,0.4088,346,441,290,21274,24678,18136,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,147366,106821
115,mha_bwd_d128_causal,hopper-013,numerical_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal/kernels/exp_019/kernel_t3.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_145/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_115/kernel.cu,0.4118,0.4519,0.6717,349,501,309,18997,28113,18261,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,106793,101173
116,mha_bwd_d128_causal,hopper-013,timeout,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128-causal/kernels/exp_019/kernel_t3.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_145/kernel_v1.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_116/kernel.cu,0.3853,0.433,0.6149,348,467,309,21338,25883,18261,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,119769,106463
117,mha_with_lse_d128_causal,hopper-no-hint,runtime_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128-causal/kernels/exp_001/kernel_t0.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_150/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_117/kernel.cu,0.2301,0.132,0.2456,315,450,247,13289,18601,8873,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,107388,63374
118,mha_with_lse_d128_causal,hopper-no-hint,compile_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128-causal/kernels/exp_001/kernel_t1.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_151/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_118/kernel.cu,0.102,0.1693,0.0982,259,388,250,13119,15457,9352,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,247237,84996
119,mha_with_lse_d128_causal,hopper-no-hint,numerical_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128-causal/kernels/exp_002/kernel_t1.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_154/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_119/kernel.cu,0.1117,0.2094,0.1941,304,484,242,12848,19550,9144,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,79027,79686
120,mha_with_lse_d128_causal,hopper-no-hint,runtime_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128-causal/kernels/exp_002/kernel_t2.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_155/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_120/kernel.cu,0.4225,0.351,0.5627,398,473,359,14688,17548,13553,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,103039,70710
121,mha_with_lse_d128_causal,hopper-no-hint,numerical_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128-causal/kernels/exp_003/kernel_t1.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_158/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_121/kernel.cu,0.3263,0.1678,0.3158,298,462,253,11874,17669,9328,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,106792,56325
122,mha_with_lse_d128_causal,hopper-no-hint,runtime_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128-causal/kernels/exp_003/kernel_t3.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_160/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_122/kernel.cu,0.3296,0.2131,0.2638,345,450,254,14105,18052,9011,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,96963,62296
123,mha_with_lse_d128_causal,hopper-07,compile_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128-causal/kernels/exp_004/kernel_t1.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_162/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_123/kernel.cu,0.3574,0.2332,0.3005,343,390,236,13743,16056,9496,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,43446,55084
124,mha_with_lse_d128_causal,hopper-07,runtime_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128-causal/kernels/exp_004/kernel_t1.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_162/kernel_v1.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_124/kernel.cu,0.3284,0.2206,0.3502,375,435,236,14344,18071,9496,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,109798,66108
125,mha_with_lse_d128_causal,hopper-07,numerical_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128-causal/kernels/exp_005/kernel_t0.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_165/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_125/kernel.cu,0.4661,0.4274,0.5967,440,461,475,16458,16437,18462,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,84646,79364
126,mha_with_lse_d128_causal,hopper-07,numerical_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128-causal/kernels/exp_005/kernel_t2.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_167/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_126/kernel.cu,0.4086,0.6362,0.4532,390,496,400,15165,18149,13325,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,145082,76590
127,mha_with_lse_d128_causal,hopper-07,timeout,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128-causal/kernels/exp_005/kernel_t2.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_167/kernel_v1.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_127/kernel.cu,0.3794,0.5447,0.5381,440,551,400,17595,20794,13325,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,112336,87294
128,mha_with_lse_d128_causal,hopper-07,runtime_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128-causal/kernels/exp_005/kernel_t2.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_167/kernel_v2.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_128/kernel.cu,0.1406,0.499,0.2143,328,554,400,13635,20809,13325,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,113662,66209
129,mha_with_lse_d128_causal,hopper-07,runtime_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128-causal/kernels/exp_006/kernel_t2.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_171/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_129/kernel.cu,0.3799,0.4204,0.5955,461,513,429,18540,20536,17390,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,41943,111435
130,mha_with_lse_d128_causal,hopper-07,compile_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128-causal/kernels/exp_007/kernel_t1.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_173/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_130/kernel.cu,0.6578,0.7202,0.7075,455,445,427,19469,19858,19107,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,128271,96769
131,mha_with_lse_d128_causal,hopper-07,timeout,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128-causal/kernels/exp_007/kernel_t3.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_175/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_131/kernel.cu,0.4818,0.4861,0.6384,343,425,365,14838,17667,16055,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,121400,76134
132,mha_with_lse_d128_causal,hopper-08,runtime_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128-causal/kernels/exp_008/kernel_t0.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_176/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_132/kernel.cu,0.3739,0.4662,0.39,304,525,496,13428,21475,20486,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,94491,82338
133,mha_with_lse_d128_causal,hopper-08,compile_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128-causal/kernels/exp_008/kernel_t1.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_177/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_133/kernel.cu,0.5255,0.4661,0.466,406,496,551,16428,21029,23721,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,108522,91168
134,mha_with_lse_d128_causal,hopper-08,runtime_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128-causal/kernels/exp_008/kernel_t2.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_178/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_134/kernel.cu,0.4538,0.3947,0.4257,451,501,639,18858,21246,27971,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,109791,105752
135,mha_with_lse_d128_causal,hopper-08,numerical_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128-causal/kernels/exp_008/kernel_t3.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_179/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_135/kernel.cu,0.2976,0.2101,0.2403,401,486,323,16348,22012,13033,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,104121,79386
