definition,workload,trajectory_id,turn,baseline_correctness,sft_correctness,baseline_correct,sft_correct,correct_delta,baseline_exp_dir,sft_exp_dir,baseline_prompt_tokens,sft_prompt_tokens,delta_prompt_tokens,baseline_completion_tokens,sft_completion_tokens,delta_completion_tokens,baseline_reasoning_tokens,sft_reasoning_tokens,delta_reasoning_tokens,baseline_reasoning_fraction,sft_reasoning_fraction,delta_reasoning_fraction,baseline_content_chars,sft_content_chars,delta_content_chars,baseline_pre_code_chars,sft_pre_code_chars,delta_pre_code_chars,baseline_code_chars,sft_code_chars,delta_code_chars,baseline_provider_visible_chars,sft_provider_visible_chars,delta_provider_visible_chars,baseline_feedback_chars,sft_feedback_chars,delta_feedback_chars
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_013,1,Compilation error,Compilation error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,37003.0,36766.0,-237.0,8183.0,56497.0,48314.0,3045.0,48243.0,45198.0,0.3721129170230967,0.853903747101616,0.4817908300785193,15253.0,20705.0,5452.0,2.0,2.0,0.0,15241.0,20693.0,5452.0,15253.0,20705.0,5452.0,374.0,3269.0,2895.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_013,2,Compilation error,Compilation error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,42244.0,46085.0,3841.0,8369.0,29626.0,21257.0,3713.0,22013.0,18300.0,0.4436611303620504,0.7430297711469656,0.29936864078491515,13417.0,19330.0,5913.0,2.0,2.0,0.0,13405.0,19318.0,5913.0,13417.0,19330.0,5913.0,592.0,3157.0,2565.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_013,3,Compilation error,Compilation error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,47133.0,54683.0,7550.0,9927.0,42211.0,32284.0,4230.0,34155.0,29925.0,0.42611060743427015,0.8091492738859539,0.3830386664516838,16970.0,20172.0,3202.0,2.0,2.0,0.0,16958.0,20160.0,3202.0,16970.0,20172.0,3202.0,589.0,1202.0,613.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_013,4,Compilation error,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,52997.0,63250.0,10253.0,10833.0,29744.0,18911.0,4340.0,21456.0,17116.0,0.40062771162189603,0.7213555675094137,0.3207278558875176,19475.0,20617.0,1142.0,2.0,2.0,0.0,19463.0,20605.0,1142.0,19475.0,20617.0,1142.0,727.0,1233.0,506.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_013,5,Runtime error,Compilation error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,59709.0,71978.0,12269.0,16249.0,33231.0,16982.0,10412.0,25064.0,14652.0,0.6407778940242477,0.7542355029941922,0.1134576089699445,17006.0,20652.0,3646.0,2.0,2.0,0.0,16994.0,20640.0,3646.0,17006.0,20652.0,3646.0,975.0,632.0,-343.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_013,6,Runtime error,Numerical error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,65925.0,80403.0,14478.0,10118.0,21371.0,11253.0,4239.0,13258.0,9019.0,0.41895631547736706,0.6203734032099574,0.20141708773259032,17174.0,19792.0,2618.0,2.0,2.0,0.0,17162.0,19780.0,2618.0,17174.0,19792.0,2618.0,982.0,685.0,-297.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_013,7,Runtime error,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,72178.0,88799.0,16621.0,9200.0,50964.0,41764.0,3320.0,42841.0,39521.0,0.36086956521739133,0.8406129817125815,0.47974341649519014,17187.0,19754.0,2567.0,2.0,2.0,0.0,17175.0,19742.0,2567.0,17187.0,19754.0,2567.0,863.0,833.0,-30.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_014,0,Compilation error,Compilation error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,28811.0,28811.0,0.0,81920.0,37080.0,-44840.0,7086.0,30920.0,23834.0,0.0864990234375,0.8338727076591155,0.7473736842216154,215412.0,15563.0,-199849.0,1092.0,2.0,-1090.0,161465.0,15551.0,-145914.0,215412.0,15563.0,-199849.0,2592.0,1384.0,-1208.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_014,1,Compilation error,Extraction error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,104353.0,35488.0,-68865.0,8376.0,19743.0,11367.0,70.0,19743.0,19673.0,0.008357211079274117,1.0,0.9916427889207259,24716.0,0.0,-24716.0,2.0,0.0,-2.0,24704.0,0.0,-24704.0,24716.0,0.0,-24716.0,384.0,174.0,-210.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_014,2,Compilation error,Compilation error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,112793.0,35540.0,-77253.0,8147.0,26001.0,17854.0,62.0,19868.0,19806.0,0.007610163250276175,0.7641244567516634,0.7565142935013872,23935.0,15516.0,-8419.0,2.0,2.0,0.0,23923.0,15504.0,-8419.0,23935.0,15516.0,-8419.0,1023.0,1024.0,1.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_014,3,Runtime error,Compilation error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,121188.0,42048.0,-79140.0,7979.0,74340.0,66361.0,116.0,66542.0,66426.0,0.014538162677027197,0.8951035781544256,0.8805654154773984,23015.0,19340.0,-3675.0,2.0,2.0,0.0,23003.0,19328.0,-3675.0,23015.0,19340.0,-3675.0,1309.0,2519.0,1210.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_014,4,Compilation error,Correct,0,1,1,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,129497.0,50621.0,-78876.0,15319.0,40934.0,25615.0,1868.0,34145.0,32277.0,0.12194007441739017,0.8341476523183662,0.712207577900976,39922.0,16800.0,-23122.0,428.0,2.0,-426.0,38164.0,16788.0,-21376.0,39922.0,16800.0,-23122.0,4440.0,666.0,-3774.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_014,5,Compilation error,Correct,0,1,1,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,144057.0,57696.0,-86361.0,6794.0,17224.0,10430.0,330.0,10435.0,10105.0,0.048572269649690906,0.6058406874129122,0.5572684177632213,17810.0,16800.0,-1010.0,2.0,2.0,0.0,17798.0,16788.0,-1010.0,17810.0,16800.0,-1010.0,338.0,666.0,328.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_014,6,Runtime error,Compilation error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,150626.0,64771.0,-85855.0,6421.0,20026.0,13605.0,37.0,12923.0,12886.0,0.005762342314281264,0.6453110955757515,0.6395487532614702,17570.0,18106.0,536.0,2.0,2.0,0.0,17558.0,18094.0,536.0,17570.0,18106.0,536.0,803.0,6023.0,5220.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_014,7,Runtime error,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,157313.0,73677.0,-83636.0,13558.0,16869.0,3311.0,2841.0,10040.0,7199.0,0.20954418055760438,0.5951745805916178,0.3856304000340134,31627.0,16896.0,-14731.0,262.0,2.0,-260.0,31154.0,16884.0,-14270.0,31627.0,16896.0,-14731.0,942.0,790.0,-152.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_015,0,Compilation error,Extraction error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,28811.0,28811.0,0.0,17887.0,51985.0,34098.0,11063.0,51985.0,40922.0,0.6184938782355901,1.0,0.3815061217644099,20205.0,0.0,-20205.0,2.0,0.0,-2.0,20193.0,0.0,-20193.0,20205.0,0.0,-20205.0,4373.0,174.0,-4199.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_015,1,Compilation error,Compilation error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,36857.0,28863.0,-7994.0,14873.0,12967.0,-1906.0,9799.0,5870.0,-3929.0,0.6588448867074564,0.45268759157862265,-0.2061572951288338,14122.0,17434.0,3312.0,2.0,2.0,0.0,14110.0,17422.0,3312.0,14122.0,17434.0,3312.0,201.0,996.0,795.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_015,2,Compilation error,Numerical error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,42003.0,36225.0,-5778.0,12015.0,40181.0,28166.0,6523.0,32778.0,26255.0,0.5429047024552642,0.8157586919190662,0.272853989463802,15215.0,18105.0,2890.0,2.0,2.0,0.0,15203.0,18093.0,2890.0,15215.0,18105.0,2890.0,201.0,783.0,582.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_015,3,Compilation error,Numerical error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,47567.0,43922.0,-3645.0,9801.0,39741.0,29940.0,4509.0,32442.0,27933.0,0.46005509641873277,0.8163357741375405,0.3562806777188078,14706.0,17816.0,3110.0,2.0,2.0,0.0,14694.0,17804.0,3110.0,14706.0,17816.0,3110.0,201.0,666.0,465.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_015,4,Compilation error,Numerical error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,52931.0,51481.0,-1450.0,15142.0,41386.0,26244.0,9058.0,34078.0,25020.0,0.5982036719059569,0.8234185473348475,0.22521487542889063,13886.0,17835.0,3949.0,2.0,2.0,0.0,13874.0,17823.0,3949.0,13886.0,17835.0,3949.0,201.0,668.0,467.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_015,5,Compilation error,Extraction error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,59087.0,59061.0,-26.0,11579.0,41793.0,30214.0,6334.0,41793.0,35459.0,0.5470247862509716,1.0,0.4529752137490284,12357.0,0.0,-12357.0,2.0,0.0,-2.0,12345.0,0.0,-12345.0,12357.0,0.0,-12357.0,694.0,174.0,-520.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_015,6,Compilation error,Numerical error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,64531.0,59113.0,-5418.0,8009.0,45641.0,37632.0,2765.0,38278.0,35513.0,0.34523660881508306,0.8386757520650292,0.49343914324994614,12350.0,17964.0,5614.0,2.0,2.0,0.0,12338.0,17952.0,5614.0,12350.0,17964.0,5614.0,201.0,672.0,471.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_015,7,Compilation error,Compilation error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,69847.0,66752.0,-3095.0,13068.0,42817.0,29749.0,7802.0,35973.0,28171.0,0.5970309152127334,0.8401569470070299,0.24312603179429648,12402.0,17180.0,4778.0,2.0,2.0,0.0,12390.0,17168.0,4778.0,12402.0,17180.0,4778.0,3120.0,2263.0,-857.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_016,0,Extraction error,Compilation error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,26919.0,26919.0,0.0,81920.0,34416.0,-47504.0,81920.0,27618.0,-54302.0,1.0,0.8024755927475593,-0.1975244072524407,0.0,16535.0,16535.0,0.0,2.0,2.0,0.0,16523.0,16523.0,0.0,16535.0,16535.0,174.0,992.0,818.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_016,1,Compilation error,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,26971.0,34086.0,7115.0,72003.0,19736.0,-52267.0,8720.0,13756.0,5036.0,0.1211060650250684,0.6970004053506282,0.5758943403255599,183965.0,15079.0,-168886.0,1716.0,2.0,-1714.0,129456.0,15067.0,-114389.0,183965.0,15079.0,-168886.0,722.0,835.0,113.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_016,2,Compilation error,Compilation error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,90452.0,40371.0,-50081.0,14712.0,25475.0,10763.0,193.0,18893.0,18700.0,0.013118542686242523,0.7416290480863592,0.7285105054001166,46571.0,16349.0,-30222.0,190.0,2.0,-188.0,43595.0,16337.0,-27258.0,46571.0,16349.0,-30222.0,826.0,790.0,-36.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_016,3,Runtime error,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,105219.0,47238.0,-57981.0,2941.0,19640.0,16699.0,25.0,13127.0,13102.0,0.008500510030601836,0.6683808553971486,0.6598803453665468,9286.0,16086.0,6800.0,72.0,2.0,-70.0,9204.0,16074.0,6870.0,9286.0,16086.0,6800.0,948.0,1111.0,163.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_016,4,Compilation error,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,108459.0,54142.0,-54317.0,14060.0,16832.0,2772.0,7662.0,7371.0,-291.0,0.544950213371266,0.4379158745247148,-0.10703433884655122,19369.0,24324.0,4955.0,350.0,2.0,-348.0,19009.0,24312.0,5303.0,19369.0,24324.0,4955.0,851.0,1533.0,682.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_016,5,Compilation error,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,115193.0,64135.0,-51058.0,6470.0,11583.0,5113.0,521.0,5566.0,5045.0,0.08052550231839257,0.4805318138651472,0.40000631154675464,17761.0,15253.0,-2508.0,132.0,2.0,-130.0,17619.0,15241.0,-2378.0,17761.0,15253.0,-2508.0,339.0,835.0,496.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_016,6,Compilation error,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,121245.0,70457.0,-50788.0,5930.0,70145.0,64215.0,45.0,58807.0,58762.0,0.007588532883642495,0.8383633901204648,0.8307748572368223,17529.0,29047.0,11518.0,2.0,2.0,0.0,17517.0,29035.0,11518.0,17529.0,29047.0,11518.0,476.0,2101.0,1625.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_016,7,Compilation error,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,127294.0,82510.0,-44784.0,6448.0,16677.0,10229.0,578.0,6907.0,6329.0,0.08964019851116625,0.4141632188043413,0.32452302029317504,17672.0,24996.0,7324.0,122.0,2.0,-120.0,17540.0,24984.0,7444.0,17672.0,24996.0,7324.0,259.0,1311.0,1052.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_017,0,Compilation error,Compilation error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,26919.0,26919.0,0.0,77051.0,10832.0,-66219.0,8677.0,4764.0,-3913.0,0.11261372337802235,0.439807976366322,0.3271942529882997,196710.0,14972.0,-181738.0,145.0,2.0,-143.0,144691.0,14960.0,-129731.0,196710.0,14972.0,-181738.0,924.0,1199.0,275.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_017,1,Compilation error,Compilation error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,95532.0,33365.0,-62167.0,5951.0,29187.0,23236.0,254.0,23127.0,22873.0,0.042681902201310705,0.7923733168876554,0.7496914146863447,15841.0,15061.0,-780.0,141.0,2.0,-139.0,15690.0,15049.0,-641.0,15841.0,15061.0,-780.0,259.0,1217.0,958.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_017,2,Runtime error,Kernel Execution Timeout,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,101333.0,39808.0,-61525.0,6330.0,18407.0,12077.0,498.0,12615.0,12117.0,0.07867298578199051,0.6853371000162981,0.6066641142343075,15920.0,14705.0,-1215.0,144.0,2.0,-142.0,15766.0,14693.0,-1073.0,15920.0,14705.0,-1215.0,2726.0,717.0,-2009.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_017,3,Compilation error,Correct,0,1,1,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,108173.0,45866.0,-62307.0,14767.0,20205.0,5438.0,8201.0,13686.0,5485.0,0.555359924155211,0.6773570898292501,0.12199716567403918,17714.0,15975.0,-1739.0,515.0,2.0,-513.0,16725.0,15963.0,-762.0,17714.0,15975.0,-1739.0,1645.0,720.0,-925.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_017,4,Compilation error,Compilation error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,115366.0,52685.0,-62681.0,8607.0,37379.0,28772.0,2674.0,31168.0,28494.0,0.31067735564075755,0.8338371813050108,0.5231598256642533,15151.0,15623.0,472.0,200.0,2.0,-198.0,14941.0,15611.0,670.0,15151.0,15623.0,472.0,1141.0,581.0,-560.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_017,5,Compilation error,Compilation error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,121782.0,59082.0,-62700.0,6902.0,15064.0,8162.0,1145.0,7529.0,6384.0,0.1658939437844103,0.4998008497079129,0.3339069059235026,14824.0,18848.0,4024.0,237.0,2.0,-235.0,14577.0,18836.0,4259.0,14824.0,18848.0,4024.0,1645.0,1846.0,201.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_017,6,Kernel Execution Timeout,Numerical error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,128166.0,67218.0,-60948.0,6765.0,16329.0,9564.0,1361.0,9875.0,8514.0,0.20118255728011825,0.6047522812174658,0.4035697239373476,14012.0,16534.0,2522.0,236.0,2.0,-234.0,13766.0,16522.0,2756.0,14012.0,16534.0,2522.0,839.0,721.0,-118.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_017,7,Kernel Execution Timeout,Correct,0,1,1,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,133900.0,73953.0,-59947.0,6318.0,15463.0,9145.0,929.0,9005.0,8076.0,0.14704020259575815,0.5823578865679364,0.4353176839721783,14057.0,16053.0,1996.0,276.0,2.0,-274.0,13771.0,16041.0,2270.0,14057.0,16053.0,1996.0,1187.0,720.0,-467.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_018,0,Compilation error,Kernel Execution Timeout,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,26919.0,26919.0,0.0,81920.0,61478.0,-20442.0,11964.0,54078.0,42114.0,0.146044921875,0.8796317381827645,0.7335868163077646,187477.0,18317.0,-169160.0,875.0,2.0,-873.0,83374.0,18305.0,-65069.0,187477.0,18317.0,-169160.0,3564.0,661.0,-2903.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_018,1,Compilation error,Numerical error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,97852.0,34576.0,-63276.0,46965.0,67016.0,20051.0,270.0,60342.0,60072.0,0.005748961992973491,0.9004118419481915,0.894662879955218,137067.0,16756.0,-120311.0,229.0,2.0,-227.0,104965.0,16744.0,-88221.0,137067.0,16756.0,-120311.0,1196.0,665.0,-531.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_018,2,Compilation error,Numerical error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,144899.0,41531.0,-103368.0,6307.0,60408.0,54101.0,111.0,53744.0,53633.0,0.017599492627239574,0.8896834856310423,0.8720839930038027,18472.0,16746.0,-1726.0,164.0,2.0,-162.0,18298.0,16734.0,-1564.0,18472.0,16746.0,-1726.0,751.0,665.0,-86.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_018,3,Compilation error,Numerical error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,151294.0,48476.0,-102818.0,6773.0,11353.0,4580.0,502.0,4270.0,3768.0,0.07411782075889561,0.37611204087025457,0.30199422011135896,18697.0,17779.0,-918.0,148.0,2.0,-146.0,18539.0,17767.0,-772.0,18697.0,17779.0,-918.0,498.0,2275.0,1777.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_018,4,Compilation error,Numerical error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,157696.0,56350.0,-101346.0,6124.0,27124.0,21000.0,49.0,20000.0,19951.0,0.008001306335728282,0.737354372511429,0.7293530661757007,18151.0,17829.0,-322.0,106.0,2.0,-104.0,18035.0,17817.0,-218.0,18151.0,17829.0,-322.0,498.0,845.0,347.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_018,5,Compilation error,Compilation error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,163902.0,63804.0,-100098.0,6602.0,56712.0,50110.0,508.0,48478.0,47970.0,0.07694637988488337,0.8548102694315136,0.7778638895466302,18252.0,19930.0,1678.0,198.0,2.0,-196.0,18044.0,19918.0,1874.0,18252.0,19930.0,1678.0,259.0,10197.0,9938.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_018,6,Compilation error,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,170100.0,75543.0,-94557.0,6632.0,35278.0,28646.0,511.0,26630.0,26119.0,0.07705066344993969,0.7548613866999263,0.6778107232499866,18392.0,20635.0,2243.0,110.0,2.0,-108.0,18272.0,20623.0,2351.0,18392.0,20635.0,2243.0,300.0,1607.0,1307.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_018,7,Compilation error,Correct,0,1,1,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,176334.0,84691.0,-91643.0,6253.0,32280.0,26027.0,59.0,23647.0,23588.0,0.009435470973932512,0.7325588599752169,0.7231233890012844,18576.0,20555.0,1979.0,116.0,2.0,-114.0,18450.0,20543.0,2093.0,18576.0,20555.0,1979.0,681.0,703.0,22.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_019,0,Extraction error,Extraction error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,26919.0,26919.0,0.0,81920.0,25971.0,-55949.0,81920.0,25971.0,-55949.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,174.0,0.0
mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,exp_019,1,Extraction error,Compilation error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,26971.0,26971.0,0.0,81920.0,15023.0,-66897.0,81920.0,8509.0,-73411.0,1.0,0.5663981894428542,-0.43360181055714575,0.0,15688.0,15688.0,0.0,2.0,2.0,0.0,15676.0,15676.0,0.0,15688.0,15688.0,174.0,10197.0,10023.0
